elementId,publicTitle,category,group,sourceWorkbookExists,packageStatus,dataPresenceStatus,publicStatus,observationRows,populatedObservationRows,missingObservationRows,entityRows,populatedEntityRows,publicPopulatedRows,displayAllowed,downloadAllowed,downloadableRecordCount,downloadRestrictionReason,visualizationRenderer,visualizationStatus,mapMode,mapFeatureCount,sourceOrganizations,sourceReferencePeriod,lastPopulatedYear,limitationCount,userFacingStatus,finalDisposition,acceptanceResult
B-047,광물 생산량,B · 기후 환경,B.4.e · 광물 자원량,true,provided,actual-records,actual,21,19,2,0,0,19,true,true,21,,spatial-summary,archetype,country-aggregate,0,USGS Mineral Commodity Summaries 2026 | USGS Mineral Commodity Summaries 2026 / 언론·산업 보고,2025,2025,0,데이터 제공,populated-and-released,PASS
B-048,주요 광산 위치,B · 기후 환경,B.4.e · 광물 자원량,true,provided,actual-records,actual,10,10,0,8,8,18,true,true,18,,spatial-summary,archetype,point,2,USGS MRDS (Mineral Resources Data System) | USGS Minerals Yearbook Vietnam 2022 (Table 2); USGS MRDS,2016~2022,2022,0,데이터 제공,populated-and-released,PASS
C-001,국가 온실가스 감축목표(NDC),C · 정책·제도,C.1.a · NDC (국가 온실가스 감축 목표),true,provided,actual-records,actual,49,49,0,0,0,49,true,true,49,,evidence-matrix,archetype,country-aggregate,0,UNFCCC NDC Registry / 베트남 천연자원환경부(MONRE),2014~2030,2030,0,데이터 제공,populated-and-released,PASS
C-002,격년투명성보고서(BTR),C · 정책·제도,"C.1.b · BTR (격년투명성보고서, 舊 BUR)",true,provided,actual-records,actual,81,76,5,0,0,76,true,true,81,,evidence-matrix,archetype,country-aggregate,0,UNFCCC / 베트남 천연자원환경부(MONRE),2010~2059,2050,0,데이터 제공,populated-and-released,PASS
C-003,국가적응계획(NAP),C · 정책·제도,C.1.c · NAP (국가 적응 계획),true,provided,actual-records,actual,96,95,1,0,0,95,true,true,96,,evidence-matrix,archetype,country-aggregate,0,UNFCCC NAP Central / 베트남 농업환경부(MAE),2020~2050,2050,0,데이터 제공,populated-and-released,PASS
C-004,장기 저탄소 발전전략,C · 정책·제도,C.1.d · LT-LEDS (장기 저탄소 발전 전략),true,provided,actual-records,actual,58,56,2,0,0,56,true,true,56,,evidence-matrix,archetype,country-aggregate,0,베트남 총리실 (Quyết định 896/QĐ-TTg) / World Bank,2022~2050,2050,0,데이터 제공,populated-and-released,PASS
C-005,기후기술 수요 및 우선기술,C · 정책·제도,C.1.e · TNA (기술 수요 평가),true,provided,actual-records,actual,134,134,0,0,0,134,true,true,134,,evidence-matrix,archetype,country-aggregate,0,UNEP CCC / 베트남 천연자원환경부(MONRE),2012,2012,0,데이터 제공,populated-and-released,PASS
C-006,파리협정 제6조 양자협력 체계,C · 정책·제도,C.1.e · 파리협정 제6.2조/제6.4조 이행 체계·현황,true,provided,actual-records,actual,47,46,1,0,0,46,true,true,36,,capability-scorecard,archetype,country-aggregate,0,UNEP-CCC (UNEP Copenhagen Climate Centre) — Article 6 Pipeline | UNFCCC / 베트남 정부 공보,2023~2026,2026,0,데이터 제공,populated-and-released,PASS
C-007,파리협정 비시장 접근,C · 정책·제도,C.1.f · 파리협정 제6.8조 비시장 접근법 참여 현황,true,provided,actual-records,actual,32,31,1,0,0,31,true,true,32,,portfolio,archetype,country-aggregate,0,UNFCCC NMA Platform | UNFCCC — Article 6.8 NMA Platform | UNFCCC — Article 6.8 NMA Platform (National Focal Point Section),2025~2026,2026,0,데이터 제공,populated-and-released,PASS
C-008,국제 기후협력 이니셔티브,C · 정책·제도,C.1.g · Cooperative Climate Initiative 참여 현황,true,provided,actual-records,actual,137,134,3,98,98,232,true,true,235,,portfolio,archetype,country-aggregate,0,Global Methane Pledge (EU·US 공동 주도) | UNFCCC Global Climate Action Portal (NAZCA) | UNFCCC — Article 6.8 NMA Platform | 베트남 정부 포털(Báo Chính phủ) | 베트남 총리실 — Quyết định 942/QĐ-TTg,1994~2050,2050,0,데이터 제공,populated-and-released,PASS
C-009,기후변화 법·제도,C · 정책·제도,C.2.a · 기후 법제도 현황,true,provided,actual-records,actual,182,182,0,0,0,182,true,true,81,,policy-timeline,archetype,country-aggregate,0,FAO FAOLEX — Electricity Law 28/2004/QH11 영문본 | 베트남 정부 — Nghị định 119/2025/NĐ-CP | 베트남 정부 — Nghị định 57/2025/NĐ-CP (Nghị định 243/2026/NĐ-CP 개정) | 베트남 정부 공보 / Climate Policy Database | 베트남 정부 공보(vanban.chinhphu.vn) | 베트남 정부 정책포털 — TOÀN VĂN: Luật Điện lực | 베트남 총리 — Quyết định 500/QĐ-TTg (2023-05-15) | 베트남 총리 — Quyết định 768/QĐ-TTg (2025-04-15) | 베트남 총리실 — Quyết định 13/2024/QĐ-TTg,2005~2050,2050,0,데이터 제공,populated-and-released,PASS
C-010,환경 법·제도,C · 정책·제도,C.2.b · 기타 환경 관련 법제도 현황,true,provided,actual-records,actual,59,59,0,0,0,59,true,true,32,,policy-timeline,archetype,country-aggregate,0,베트남 정부 — Nghị định 05/2025/NĐ-CP (환경보호법 시행령 08/2022 개정) | 베트남 정부 공보 / LuatVietnam | 베트남 정부 공보(vanban.chinhphu.vn),2008~2030,2027,0,데이터 제공,populated-and-released,PASS
C-011,치안·안전 정보,C · 정책·제도,C.2.c · 치안·안전 정보,true,provided,actual-records,actual,44,42,2,0,0,42,true,true,44,,score-benchmark,archetype,country-aggregate,0,UN Office on Drugs and Crime (UNODC) — World Bank Open Data 경유 | 대한민국 외교부 해외안전여행 | 대한민국 외교부 해외안전여행 / 베트남 통계총국(GSO) | 베트남 공안부(Bộ Công an) / 통계총국(GSO),2011~2026,2026,0,데이터 제공,populated-and-released,PASS
C-012,민관협력·조달 제도,C · 정책·제도,C.3.a · PPP 법제도·조달 체계,true,provided,actual-records,actual,92,86,6,0,0,86,true,true,83,,evidence-matrix,archetype,country-aggregate,0,베트남 국회·정부 공보 / World Bank PPP Legal Framework | 베트남 재무부(Bộ Tài chính) 투자 포털 | 베트남 정부 — Nghị định 243/2025/NĐ-CP,2000~2026,2026,0,데이터 제공,populated-and-released,PASS
C-013,외국인 투자제도,C · 정책·제도,C.3.b · 외국인 투자 규정,true,provided,actual-records,actual,50,50,0,0,0,50,true,true,36,,evidence-matrix,archetype,country-aggregate,0,베트남 국회 (Quốc hội) — 투자법 143/2025/QH15 | 베트남 국회 — Nghị quyết 98/2023/QH15 (정부 정책포털 전문) | 베트남 국회·정부 공보 / LuatVietnam,2016~2026,2026,0,데이터 제공,populated-and-released,PASS
C-014,사업 인허가 절차,C · 정책·제도,C.3.c · 인허가 프로세스,true,provided,actual-records,actual,93,92,1,0,0,92,true,true,83,,evidence-matrix,archetype,country-aggregate,0,World Bank Doing Business 2020 / 베트남 정부 공보 | 베트남 농업환경부 — Thông tư 09/2026/TT-BNNMT | 베트남 재무부 — Thông tư 38/2023/TT-BTC | 베트남 정부 — Nghị định 61/2025/NĐ-CP,2020~2026,2026,0,데이터 제공,populated-and-released,PASS
C-015,정책·제도 원문자료,C · 정책·제도,C.3.d · 재생에너지 관련 법제도,true,provided,actual-records,actual,21,21,0,0,0,21,true,true,17,,evidence-matrix,archetype,country-aggregate,0,베트남 산업무역부 전력·재생에너지국(EREA) | 베트남 정부 공보 / 산업무역부(MOIT) | 베트남 정부 공보(congbao.chinhphu.vn) | 베트남 정부 공보(vanban.chinhphu.vn),2016~2026,2026,0,데이터 제공,populated-and-released,PASS
C-016,재생에너지 발주·확대계획,C · 정책·제도,C.3.d · 재생에너지 관련 법제도,true,provided,actual-records,actual,817,781,36,0,0,781,true,true,808,,policy-timeline,archetype,choropleth,63,개정 PDP8 부록Ⅱ(768/QĐ-TTg) 원문 자체 검산 | 베트남 국회·정부 — 전력법 61/2024/QH15 및 Nghị định 58/2025/NĐ-CP | 베트남 산업무역부(의견수렴 공고) | 베트남 총리실 (Quyết định 768/QĐ-TTg) / 산업무역부(MOIT),2021~2050,2050,0,데이터 제공,populated-and-released,PASS
C-017,재생에너지 투자 인센티브,C · 정책·제도,C.3.d · 재생에너지 관련 법제도,true,provided,actual-records,actual,52,51,1,0,0,51,true,true,33,,evidence-matrix,archetype,country-aggregate,0,베트남 산업무역부 — Quyết định 1008/QĐ-BCT | 베트남 산업무역부 — Quyết định 1251/QĐ-BCT | 베트남 산업무역부 — Quyết định 1508/QĐ-BCT | 베트남 산업무역부 — Quyết định 1824/QĐ-BCT | 베트남 산업무역부 — Quyết định 21/QĐ-BCT | 베트남 산업무역부 — Quyết định 988/QĐ-BCT | 베트남 정부 — Nghị định 58/2025/NĐ-CP | 베트남 정부 공보 / 산업무역부(MOIT) | 베트남 투자법·법인세법·토지법 체계 및 Nghị quyết 98/2023/QH15,2016~2026,2026,0,데이터 제공,populated-and-released,PASS
C-018,중장기 에너지 전망,C · 정책·제도,C.3.d · 재생에너지 관련 법제도,true,provided,actual-records,actual,121,121,0,0,0,121,true,true,116,,scenario-range,archetype,country-aggregate,0,베트남 산업무역부 — Quyết định 1313/QĐ-BCT | 베트남 산업무역부 — Quyết định 2647/QĐ-BCT | 베트남 산업무역부 — Thông tư 21/2024/TT-BCT | 베트남 산업무역부(MOIT) — Quyết định 1824/QĐ-BCT | 베트남 총리실 (Quyết định 768/QĐ-TTg) / EVN | 베트남 총리실 — Quyết định 768/QĐ-TTg (개정 PDP8),2024~2050,2050,0,데이터 제공,populated-and-released,PASS
C-019,탄소시장 법·제도와 예산,C · 정책·제도,C.4.a · 탄소 시장 관련 법률·예산,true,provided,actual-records,actual,93,88,5,0,0,88,true,true,77,,evidence-matrix,archetype,country-aggregate,0,베트남 국회상임위원회 — Nghị quyết 109/2025/UBTVQH15 | 베트남 국회상임위원회 — Nghị quyết 579/2018/UBTVQH14 | 베트남 정부 — Nghị định 06/2022/NĐ-CP (119/2025/NĐ-CP 개정) | 베트남 정부 — Nghị định 29/2026/NĐ-CP | 베트남 정부 — Nghị định 29/2026/NĐ-CP / 하노이증권거래소(HNX) | 베트남 정부 공보 / ICAP / World Bank Carbon Pricing Dashboard,2019~2030,2029,0,데이터 제공,populated-and-released,PASS
C-020,온실가스 감축사업 기초정보,C · 정책·제도,C.4.b · GHG 감축 사업 타당성 검증 기초 정보,false,not-collected,not-collected,not-collected,0,0,0,0,0,0,true,false,0,실제 입력값이 없어 다운로드 자료를 제공하지 않음,status-only,status-only,not-applicable,0,,,,0,원자료 미수집,not-collected-accepted,PASS
C-021,자발적 탄소시장 사업목록,C · 정책·제도,C.4.b · GHG 감축 사업 타당성 검증 기초 정보,false,not-collected,not-collected,not-collected,0,0,0,0,0,0,true,false,0,실제 입력값이 없어 다운로드 자료를 제공하지 않음,status-only,status-only,not-applicable,0,,,,0,원자료 미수집,not-collected-accepted,PASS
C-022,탄소시장 준비도,C · 정책·제도,C.4.b · GHG 감축 사업 타당성 검증 기초 정보,true,provided,actual-records,actual,68,67,1,0,0,67,true,true,63,,capability-scorecard,archetype,country-aggregate,0,ICAP / World Bank PMI / 베트남 정부 공보 | 베트남 정부 — Nghị định 29/2026/NĐ-CP (국내 탄소거래소) | 베트남 정부 — Nghị định 45/2022/NĐ-CP | 베트남 정부 — Nghị định 45/2022/NĐ-CP · Nghị định 29/2026/NĐ-CP,2020~2030,2030,0,데이터 제공,populated-and-released,PASS
C-023,한계저감비용,C · 정책·제도,C.4.b · GHG 감축 사업 타당성 검증 기초 정보,false,not-collected,not-collected,not-collected,0,0,0,0,0,0,true,false,0,실제 입력값이 없어 다운로드 자료를 제공하지 않음,status-only,status-only,not-applicable,0,,,,0,원자료 미수집,not-collected-accepted,PASS
C-024,산림전용 방지 및 산림보전(REDD+),C · 정책·제도,C.4.c · 탄소크레딧 관련 프로젝트·실적,true,provided,actual-records,actual,14,14,0,0,0,14,true,true,14,,capability-scorecard,archetype,country-aggregate,0,Green Climate Fund (GCF) | UNFCCC REDD+ Web Platform / 베트남 농업환경부(MAE) | World Bank | World Bank — Forest Carbon Partnership Facility (FCPF),2016~2026,2026,0,데이터 제공,populated-and-released,PASS
C-025,탄소크레딧 사업 및 발행실적,C · 정책·제도,C.4.c · 탄소크레딧 관련 프로젝트·실적,true,provided,actual-records,actual,15,13,2,146,146,159,true,true,5,,portfolio,archetype,point,18,Global Carbon Council (GCC) | UNFCCC CDM Insights | Verra Registry / Gold Standard Registry / CarbonPlan offsets-db | Verra VCS Registry · Gold Standard Registry,2025~2026,2026,0,데이터 제공,populated-and-released,PASS
D-001,단위 사업당 CAPEX,D · 시장·산업 및 재원,D.1.a · 기후기술 분야별 수익성 평가 기초 정보,true,provided,actual-records,actual,14,14,0,0,0,14,true,true,14,,category-comparison,archetype,country-aggregate,0,World Bank Private Participation in Infrastructure (PPI) Database,2024,2024,0,데이터 제공,populated-and-released,PASS
D-002,시장 성장률,D · 시장·산업 및 재원,D.1.a · 기후기술 분야별 수익성 평가 기초 정보,true,provided,actual-records,actual,8,6,2,0,0,6,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,category-comparison,archetype,country-aggregate,0,The Shiv (베트남 산업 전문지) — 총리결정 768/QĐ-TTg(개정 PDP8) 해설,2030,2030,0,데이터 제공,populated-and-released,PASS
D-003,예상 감축량,D · 시장·산업 및 재원,D.1.a · 기후기술 분야별 수익성 평가 기초 정보,true,provided,actual-records,actual,12,8,4,0,0,8,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,category-comparison,archetype,country-aggregate,0,베트남전력공사(EVN) · 베트남 기후변화국(DCC),2023,2023,0,데이터 제공,populated-and-released,PASS
D-004,크레딧 가격 연동 수익성,D · 시장·산업 및 재원,D.1.a · 기후기술 분야별 수익성 평가 기초 정보,true,provided,actual-records,actual,15,15,0,0,0,15,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,category-comparison,archetype,country-aggregate,0,World Federation of Exchanges (VCM 실거래 연구) · MSCI Carbon Markets · Sylvera,2026,2026,0,데이터 제공,populated-and-released,PASS
D-005,감축/적응 구분별 예산 배분 비율,D · 시장·산업 및 재원,D.1.b · 기후대응·기후기술 관련 정부 예산,true,provided,actual-records,actual,10,8,2,0,0,8,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,multi-metric-trend,archetype,country-aggregate,0,United Nations Development Programme · 베트남 기획투자부(MPI) — Viet Nam Climate Public Expenditure and Investment Review (CPEIR) 2015 | United Nations Development Programme 베트남사무소 · 베트남 기획투자부(MPI) — CPEIR 2022 | World Bank — Viet Nam Country Climate and Development Report (CCDR) 2022,2013~2020,2020,0,데이터 제공,populated-and-released,PASS
D-006,기후 관련 조세 수입,D · 시장·산업 및 재원,D.1.b · 기후대응·기후기술 관련 정부 예산,true,provided,actual-records,actual,10,7,3,0,0,7,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,multi-metric-trend,archetype,country-aggregate,0,World Bank — Viet Nam Country Climate and Development Report (CCDR) 2022 | 베트남 재정부(Ministry of Finance) 국가예산계획 — CEIC Data 재게시,2018~2026,2022,0,데이터 제공,populated-and-released,PASS
D-007,"기후예산태깅(CBT, Climate Budget Tagging) 도입 여부 및 수준",D · 시장·산업 및 재원,D.1.b · 기후대응·기후기술 관련 정부 예산,true,provided,actual-records,actual,3,3,0,0,0,3,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,multi-metric-trend,archetype,country-aggregate,0,United Nations Development Programme · 베트남 기획투자부(MPI) — Viet Nam Climate Public Expenditure and Investment Review (CPEIR) 2015 | World Bank — Viet Nam Country Climate and Development Report (CCDR) 2022,2015~2022,2022,0,데이터 제공,populated-and-released,PASS
D-008,주관 부처별 기후 예산 규모,D · 시장·산업 및 재원,D.1.b · 기후대응·기후기술 관련 정부 예산,true,provided,actual-records,actual,15,14,1,0,0,14,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,multi-metric-trend,archetype,choropleth,3,United Nations Development Programme · 베트남 기획투자부(MPI) — Viet Nam Climate Public Expenditure and Investment Review (CPEIR) 2015 | United Nations Development Programme 베트남사무소 · 베트남 기획투자부(MPI) — CPEIR 2022 | World Bank — Viet Nam Country Climate and Development Report (CCDR) 2022,2012~2020,2020,0,데이터 제공,populated-and-released,PASS
D-009,기후대응·기후기술 관련 정부 예산,D · 시장·산업 및 재원,D.1.b · 기후대응·기후기술 관련 정부 예산,true,provided,actual-records,actual,7,7,0,0,0,7,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,multi-metric-trend,archetype,panel-only,0,United Nations Development Programme · 베트남 기획투자부(MPI) — Viet Nam Climate Public Expenditure and Investment Review (CPEIR) 2015 | United Nations Development Programme 베트남사무소 · 베트남 기획투자부(MPI) — CPEIR 2022 | United Nations Development Programme 베트남사무소(보도자료),2013~2020,2020,0,데이터 제공,populated-and-released,PASS
D-010,화석연료 보조금 규모,D · 시장·산업 및 재원,D.1.b · 기후대응·기후기술 관련 정부 예산,true,provided,actual-records,actual,10,10,0,0,0,10,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,multi-metric-trend,archetype,country-aggregate,0,Institute for Energy Economics and Financial Analysis (IEEFA) | International Monetary Fund — Fossil Fuel Subsidies Database / Data for a Greener World | Organisation for Economic Co-operation and Development — OECD Economic Surveys: Viet Nam 2025,2020~2024,2024,0,데이터 제공,populated-and-released,PASS
D-011,개도국 내 각국별 ODA 규모,D · 시장·산업 및 재원,D.1.c · 해외 경쟁 정보,true,provided,actual-records,actual,400,354,46,0,0,354,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,category-comparison,archetype,country-aggregate,0,Organisation for Economic Co-operation and Development — Creditor Reporting System (CRS),2024,2024,0,데이터 제공,populated-and-released,PASS
D-012,경쟁국 민간기업의 개도국 진출 현황,D · 시장·산업 및 재원,D.1.c · 해외 경쟁 정보,true,provided,actual-records,actual,14,14,0,22,22,36,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,category-comparison,archetype,country-aggregate,0,"업계 전문지·로펌 분석·기업 공시 종합(IEEFA, Akin Gump, Lexology, Enerdata, Vietnam Briefing, Maritime Executive 등)",2026,2026,0,데이터 제공,populated-and-released,PASS
D-013,녹색성장지수,D · 시장·산업 및 재원,D.1.d · 기타 관련 지수,true,provided,actual-records,actual,21,21,0,0,0,21,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,score-benchmark,archetype,country-aggregate,0,Global Green Growth Institute (GGGI) — Green Growth Index 2024,2024,2024,0,데이터 제공,populated-and-released,PASS
D-014,대외경제협력기금 사업,D · 시장·산업 및 재원,D.2.a · 한국 국제협력 사업 추진 현황,true,provided,actual-records,actual,6,6,0,164,164,170,true,true,170,,portfolio,archetype,country-aggregate,0,국무조정실 ODA Korea 통합 통계(OECD CRS 보고 원자료) — 한국수출입은행(EDCF)·한국국제협력단(KOICA)·정부부처·지방자치단체 제출분,2024,2024,0,데이터 제공,populated-and-released,PASS
D-015,한국 공적개발원조 사업,D · 시장·산업 및 재원,D.2.a · 한국 국제협력 사업 추진 현황,true,provided,actual-records,actual,9,9,0,650,650,659,true,true,659,,portfolio,archetype,country-aggregate,0,국무조정실 ODA Korea 통합 통계(OECD CRS 보고 원자료) — 한국수출입은행(EDCF)·한국국제협력단(KOICA)·정부부처·지방자치단체 제출분,2024,2024,0,데이터 제공,populated-and-released,PASS
D-016,정부·지방자치단체 협력사업,D · 시장·산업 및 재원,D.2.a · 한국 국제협력 사업 추진 현황,true,provided,actual-records,actual,9,9,0,232,232,241,true,true,241,,portfolio,archetype,country-aggregate,0,국무조정실 ODA Korea 통합 통계(OECD CRS 보고 원자료) — 한국수출입은행(EDCF)·한국국제협력단(KOICA)·정부부처·지방자치단체 제출분,2024,2024,0,데이터 제공,populated-and-released,PASS
D-017,한국 ODA 사업기획·입찰,D · 시장·산업 및 재원,D.2.a · 한국 국제협력 사업 추진 현황,true,provided,actual-records,actual,2,2,0,10,10,12,true,true,12,,portfolio,archetype,country-aggregate,0,KOICA 전자조달시스템 · 조달청 나라장터(G2B) · ODA Korea 통합 입찰공고,2026,2026,0,데이터 제공,populated-and-released,PASS
D-018,적응기금 사업,D · 시장·산업 및 재원,D.2.b · 주요 국제기구 사업 추진 현황,true,provided,actual-records,actual,4,4,0,4,4,8,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,regional-scope,4,Adaptation Fund Board Secretariat,2026,2026,0,데이터 제공,populated-and-released,PASS
D-019,CTCN 기술지원,D · 시장·산업 및 재원,D.2.b · 주요 국제기구 사업 추진 현황,true,provided,actual-records,actual,5,4,1,10,10,14,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,country-aggregate,0,Climate Technology Centre and Network (CTCN),2025,2025,0,데이터 제공,populated-and-released,PASS
D-020,녹색기후기금 사업,D · 시장·산업 및 재원,D.2.b · 주요 국제기구 사업 추진 현황,true,provided,actual-records,actual,2,2,0,8,8,10,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,country-aggregate,0,Green Climate Fund,2026,2026,0,데이터 제공,populated-and-released,PASS
D-021,국제기구·개발은행 사업,D · 시장·산업 및 재원,D.2.b · 주요 국제기구 사업 추진 현황,true,provided,actual-records,actual,8,8,0,640,640,648,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,country-aggregate,0,"IATI Datastore (IATI Secretariat) — 국제기구·MDB 보고 활동 원자료 | IATI Registry — d-portal 집계(World Bank, ADB, IFC, UNDP, FAO, UNESCO, UNICEF, UN-Habitat, UNEP, IFAD, UNIDO, WHO, ILO 등 보고분) | IATI Registry — d-portal 집계(국제기구·MDB 보고분)",2026,2026,0,데이터 제공,populated-and-released,PASS
D-022,개발금융·민관협력 투자사업,D · 시장·산업 및 재원,D.3.a · 기후기술 분야 투자 정보,true,provided,actual-records,actual,3,3,0,15,15,18,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,country-aggregate,0,IATI Registry — d-portal 집계(World Bank·ADB·IFC 등 MDB·DFI 보고분),2026,2026,0,데이터 제공,populated-and-released,PASS
D-023,국제협력·기후재원 사업,D · 시장·산업 및 재원,D.3.a · 기후기술 분야 투자 정보,true,provided,actual-records,actual,8,8,0,71,71,79,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,panel-only,0,Climate Investment Funds (CIF) — Clean Technology Fund (CTF) Trust Fund Committee | Global Environment Facility (GEF) Secretariat | Green Climate Fund | Green Climate Fund · Global Environment Facility · Adaptation Fund Board Secretariat · Climate Investment Funds,2013~2026,2026,0,데이터 제공,populated-and-released,PASS
D-024,벤처·임팩트 투자,D · 시장·산업 및 재원,D.3.a · 기후기술 분야 투자 정보,true,provided,actual-records,actual,5,4,1,7,7,11,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,country-aggregate,0,New Energy Nexus · RMIT University — Vietnam Climate Tech Funding Ecosystem 2025 | New Energy Nexus · RMIT University — Vietnam Climate Tech Funding Ecosystem 2025 (DealStreetAsia·Tracxn 병용),2026,2026,0,데이터 제공,populated-and-released,PASS
D-025,민간 인프라 투자,D · 시장·산업 및 재원,D.3.a · 기후기술 분야 투자 정보,true,provided,actual-records,actual,17,17,0,132,132,149,true,true,149,,portfolio,archetype,country-aggregate,0,World Bank Private Participation in Infrastructure (PPI) Database,2024,2024,0,데이터 제공,populated-and-released,PASS
D-026,정치적 위험 보증사업,D · 시장·산업 및 재원,D.3.b · MIGA 정치적 리스크 보증 정보,true,provided,actual-records,actual,3,3,0,14,14,17,true,false,0,원자료 이용조건에 따라 화면 열람만 제공,portfolio,archetype,country-aggregate,0,"Multilateral Investment Guarantee Agency (MIGA), World Bank Group",2018,2018,0,데이터 제공,populated-and-released,PASS
E-001,CTCN 국가지정기구,E · 협력·실행 기반,E.1.a · 공공 파트너,true,provided,actual-records,public-authorized,0,0,0,15,15,15,true,true,15,,directory,archetype,country-aggregate,0,Climate Technology Centre and Network (CTCN),2026,2026,0,데이터 제공,populated-and-released,PASS
E-002,파리협정 국가지정기관,E · 협력·실행 기반,E.1.a · 공공 파트너,true,provided,actual-records,public-authorized,0,0,0,2,2,2,true,true,2,,directory,archetype,country-aggregate,0,United Nations Framework Convention on Climate Change (UNFCCC),2026,2026,0,데이터 제공,populated-and-released,PASS
E-003,녹색기후기금 국가지정기관,E · 협력·실행 기반,E.1.a · 공공 파트너,true,provided,actual-records,public-authorized,0,0,0,6,6,6,true,true,6,,directory,archetype,country-aggregate,0,Green Climate Fund (GCF),2026,2026,0,데이터 제공,populated-and-released,PASS
E-004,국제기구 현지사무소,E · 협력·실행 기반,E.1.b · 민간 파트너,true,provided,actual-records,public-authorized,0,0,0,18,18,18,true,true,18,,directory,archetype,country-aggregate,0,"ABC News (언론 보도 — 기관 공식 출처 아님) | Agence Française de Développement (AFD) | Asian Development Bank (ADB) | Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) | European External Action Service (EEAS) / European Union | Food and Agriculture Organization of the United Nations (FAO) | Global Green Growth Institute (GGGI) | International Finance Corporation (IFC) | International Renewable Energy Agency (IRENA) | Japan International Cooperation Agency (JICA) | KfW Development Bank | Ministry of Foreign Affairs of Denmark | Ministry of Foreign Affairs of the Netherlands | United Nations Development Programme (UNDP) | United Nations Educational, Scientific and Cultural Organization (UNESCO) | United Nations Environment Programme (UNEP) | United Nations Industrial Development Organization (UNIDO) | World Bank",2026,2026,0,데이터 제공,populated-and-released,PASS
E-005,대학·연구기관·시민사회,E · 협력·실행 기반,E.1.b · 민간 파트너,true,provided,actual-records,public-authorized,0,0,0,20,20,20,true,true,20,,directory,archetype,country-aggregate,0,각 기관 공식 웹사이트 및 CTCN 네트워크 회원 정보(용역사 취합),2026,2026,0,데이터 제공,populated-and-released,PASS
E-006,현지 투자자 네트워크,E · 협력·실행 기반,E.1.b · 민간 파트너,true,provided,actual-records,public-authorized,0,0,0,14,14,14,true,true,14,,directory,archetype,country-aggregate,0,"Climate Investment Funds, IFC, EAAIF(PIDG), Proparco (레코드별 상이 — attr_19 참조) | 각 운용사·투자사 공식 웹사이트 및 언론(레코드별 상이 — attr_19·attr_20 참조)",2026,2026,0,데이터 제공,populated-and-released,PASS
E-007,온실가스 산정·보고·검증 체계,E · 협력·실행 기반,E.2.a · 온실가스 산정 MRV 체계,true,provided,partial-records,public-authorized,5,3,2,19,19,22,true,true,24,,capability-scorecard,archetype,country-aggregate,0,"Global Environment Facility (GEF) | United Nations Framework Convention on Climate Change (UNFCCC) | 베트남 농업환경부(Ministry of Agriculture and Environment, MAE) | 베트남 정부 법령(Decree·Decision·Circular) 및 UNFCCC 문서(용역사 취합) | 베트남 정부(Government of Viet Nam)",2021~2026,2026,0,데이터 제공,populated-and-released,PASS
E-008,기후기술 논문·특허,E · 협력·실행 기반,E.2.b · 논문·특허,true,provided,partial-records,public-authorized,28,26,2,13,13,39,true,true,41,,document-library,archetype,country-aggregate,0,"MDPI 및 J. Microbiol. Biotechnol. (PMC) — 레코드별 상이, 1.2_entity attr_14 참조 | Scimago Journal & Country Rank (Scimago Lab / Elsevier Scopus 기반) | USPTO (Google Patents / Justia 경유) — 레코드별 상이, 1.2_entity attr_14 참조 | World Intellectual Property Organization (WIPO) | 용역사 자체 산출 (1.2_entity 수집 표본 13건 기준)",2024~2026,2026,0,데이터 제공,populated-and-released,PASS
E-009,과학기술 인력,E · 협력·실행 기반,E.2.c · 개도국 기술 역량 평가 지표,true,provided,partial-records,public-authorized,6,4,2,0,0,4,true,true,6,,kpi-trend,archetype,country-aggregate,0,UNESCO Institute for Statistics (UIS) | World Bank (원자료: UNESCO Institute for Statistics),2016~2023,2023,0,데이터 제공,populated-and-released,PASS
